Dirección,Precio USD,Terreno m2
Boulevard Pellegrini 2900,100000,284.0
Eva Peron 2400,107000,435.0
Boulevard Pellegrini 2800,107200,70.26
Boulevard Pellegrini 2800,107500,575.18
9 de Julio 2400,108000,163.0
9 de Julio 2400,108000,268.0
Boulevard Pellegrini 2800,108200,425.0
Boulevard Pellegrini 2800,108500,229.0
San Jerónimo 1100,110000,313.0
Mitre 2400,110000,390.0
Tacuarí 7800,110000,264.0
Avenida General Paz 6200,110000,1519.0
Santiago Derqui 3800,110000,793.0
Calle Las Estrellas 3000,110000,106.0
4 de Enero 2700,110000,159.6
Falucho 4100,110000,147.0
Avenida Gobernador Freyre 3100,110000,180.0
Calle Hipólito Irigoyen 2800,110000,477.0
Tacuarí 7400,115000,140.0
Pedro de Vega 2100,115000,164.0
25 de Mayo 2600,115000,337.0
25 de Mayo 1700,115000,1000.0
25 de Mayo 2600,115000,116.0
25 de Mayo 2600,115000,130.0
Las Glicinas 4000,115000,69.0
Calle 1º de Enero 0,115000,2170.0
"Ruta 1 Km 9,5 0",119000,500.0
San Martín 1900,119000,300.0
Calle Presidente Luis Sáenz Peña 1100,120000,650.0
Los Nogales 2400,120000,343.0
Calle Buenos Aires 1700,120000,800.0
Amenábar 3700,120000,247.0
Calle Guaranimá 6400,120000,312.0
Hernandarias 2000,120000,303.49
Suipacha y 4 de Enero 3000,120000,294.03
Belgrano 7700,120000,233.0
Avenida General Paz 6200,120000,630.0
Juan de Garay 2800,120000,142.0
Alsina 2800,120000,2400.0
Eva Perón 2300,123000,143.0
1° de Enero 0,124000,400.0
Entre Rios 3200,125000,1200.0
San Jeronimo 1700,125000,160.72
Manzana 16 0,125000,99.0
Centenario 2700,125000,1000.0
Padre Mazzari 5200,125000,232.53
9 de Julio 2000,125000,93.0
Catamarca 3100,125000,176.0
Corrientes 3200,125000,186.21
Callejon Tranquilo 2700,125000,576.0
Calle 1º de Enero 0,125000,208.43
Saavedra 2000,125000,600.0
San Lorenzo 2700,125700,788.0
San Lorenzo 2700,125700,377.0
San Jerónimo 1700,126000,394.0
Calle 1º de Enero 0,126000,124.0
Boulevard Pellegrini 2800,127000,300.0
Pasaje San de León 4900,128000,6398.0
Amenábar 3200,128000,409.0
Chacabuco 1200,130000,145.0
Calle 1º de Enero 0,130000,750.0
Las Torcacitas 2600,130000,77.0
Pasaje Rivadavia 3100,130000,313.0
Córdoba 3400,130000,154.0
Riobamba 7500,130000,345.0
Av. San Martin 1400,130000,600.0
Calle Mocovi 6300,130000,2002.0
Avenida Leandro N. Alem 3200,130000,162.0
Güemes 3200,130000,390.0
San Martín 1600,130000,788.92
La Rioja 2400,130000,250.0
Obispo Gelabert 3400,135000,250.0
Francia 2500,135000,900.0
Juan de Garay 2500,135000,114.0
1º de Mayo 2400,135000,121.84
Alvear 2600,135000,264.0
Alvear 2600,135000,216.0
Pablo Vi 800,135000,176.0
San Martín 3300,137500,196.0
Avenida Lujan 2300,140000,535.0
Mendoza 3100,140000,232.0
Mendoza 3100,140000,265.2
25 de Mayo 2600,140000,200.0
Salvador Caputto 3100,140000,287.0
Frutos 2500,140000,470.0
25 de Mayo 2600,140000,251.83
Huergo 3300,140000,127.0
Arenales 1300,140000,1400.0
Calle Presidente Bartolomé Mitre 1100,145000,139.0
Gobernador Vera 3500,146000,163.0
Castellanos1 2000,148000,278.0
Avenida Facundo Zuviría 4400,149000,150.0
Amenábar 2700,149000,301.0
Alvear 2600,149000,92.25
Piedras 7900,150000,154.0
3 de Febrero 3200,150000,129.0
Riobamba 7500,150000,129.9
Necochea 2800,150000,2812.0
Alberdi 4400,150000,177.0
Sara Pinasco de Julierac 300,150000,300.0
Calle 12 S/n. Arroyo Leyes 0,150000,604.0
25 de Mayo 2600,150000,268.0
9 de Julio 4600,150000,316.0
Sara Pinasco de Julierac 1700,150000,433.0
